YEAR,Title,Code,Count,filename_updated,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic,YearOrder,docid,details
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Abolition/ Defunding,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Community Labor or Partnership,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Current Iniatives and Working Groups,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Data Collection and Transparency,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Diversity in Student Leadership,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Financial Aid and Financing,1,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Living Wage,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Minority Faculty / Staff Recruitment and Retention,1,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Minority Student Recruitment,1,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Reparations,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Research or Coursework,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",School Climate,2,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Spaces and Places,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,27,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Abolition/ Defunding,0,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Community Labor or Partnership,2,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Current Iniatives and Working Groups,1,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Data Collection and Transparency,0,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Diversity in Student Leadership,2,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Financial Aid and Financing,1,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Living Wage,0,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Minority Faculty / Staff Recruitment and Retention,2,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Minority Student Recruitment,2,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Reparations,0,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Research or Coursework,7,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,School Climate,1,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
2020,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Spaces and Places,3,Solutions Proposed by the Black Community to Improve Racial Equity on Grounds.pdf,Solutions to Improve Racial Equity On Grounds,Contemporary members of the Black community at UVA,Student Group,17,Black Students,Wrote and Endorsed,Black Students,9,28,17 Black Students Wrote and Endorsed
