YEAR,Title,Code,Count,filename_updated,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic,YearOrder,details
2020,Statement from PCUAS Co-Chairs.docx,Abolition/ Defunding,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Adding Courses,1,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Community Labor or Partnership,2,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Current Iniatives and Working Groups,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Data Collection and Transparency,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Diversity in Student Leadership,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Financial Aid and Financing,6,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Inclusive Anti Racist Curriculum Programs,3,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Living Wage,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Minority Faculty / Staff Recruitment,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Minority Faculty Retention,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Minority Faculty Staff and Leadership Recruitment,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Minority Student Recruitment,3,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Reparations,1,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Research or Coursework,0,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,School Climate,1,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Statement from PCUAS Co-Chairs.docx,Spaces and Places,1,Statement from PCUAS Co-Chairs.pdf,Statement from PCUAS,President's Commission on the University in the Age of Segregation,Community Organization/ Group,2,Co-Chairs,Signed,University Office,5,2 Co-Chairs Signed
2020,Executive Council Resolution Following Death of George Floyd.docx,Abolition/ Defunding,1,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Adding Courses,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Community Labor or Partnership,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Current Iniatives and Working Groups,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Data Collection and Transparency,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Diversity in Student Leadership,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Financial Aid and Financing,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Inclusive Anti Racist Curriculum Programs,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Living Wage,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Minority Faculty / Staff Recruitment,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Minority Faculty Retention,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Minority Faculty Staff and Leadership Recruitment,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Minority Student Recruitment,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Reparations,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Research or Coursework,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,School Climate,2,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Executive Council Resolution Following Death of George Floyd.docx,Spaces and Places,0,Executive Council Resolution Following Death of George Floyd.pdf,Resolution Following Death of George Floyd,and Adopted by UVA Faculty Senate Executive Committee,Faculty Group,,,,Faculty/Staff,6,
2020,Housestaff Meeting Action Items.docx,Abolition/ Defunding,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Adding Courses,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Community Labor or Partnership,1,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Current Iniatives and Working Groups,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Data Collection and Transparency,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Diversity in Student Leadership,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Financial Aid and Financing,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Inclusive Anti Racist Curriculum Programs,2,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Living Wage,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Minority Faculty / Staff Recruitment,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Minority Faculty Retention,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Minority Faculty Staff and Leadership Recruitment,2,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Minority Student Recruitment,1,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Reparations,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Research or Coursework,0,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,School Climate,1,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,Housestaff Meeting Action Items.docx,Spaces and Places,2,Housestaff Meeting Action Items.pdf,Action Items for UVA Health and Medical Education,UVA Health Housestaff,Faculty Group,,,Sent to the Health Leadership and GME,Faculty/Staff,7,Sent to the Health Leadership and GME
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Abolition/ Defunding,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Adding Courses,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Community Labor or Partnership,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Current Iniatives and Working Groups,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Data Collection and Transparency,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Diversity in Student Leadership,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Financial Aid and Financing,1,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Inclusive Anti Racist Curriculum Programs,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Living Wage,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Minority Faculty / Staff Recruitment,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Minority Faculty Retention,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Minority Faculty Staff and Leadership Recruitment,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Minority Student Recruitment,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Reparations,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Research or Coursework,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",School Climate,2,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
2020,"GRIT Students_Shut Down Academia - June 10, 2020.docx",Spaces and Places,0,"GRIT Students_Shut Down Academia - June 10, 2020.pdf",Shut Down Academia,Graduate Recruitment Initiative Team (School of Medicine),Student Group,,,"Sent to UVA Deans, Administrators, and Department Chairs",Students,8,"Sent to UVA Deans, Administrators, and Department Chairs"
