demand_id,Title,Place,Text,Year,YEAR,DemandNum,PageNum,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic
426,Diversity Recommendation Index_8_14_17.pdf,Page 1: 3394-3618,"Explore the concept o “growing our own” senior aculty and administrators through careul recruitment, mentoring, and other career-enhancing mechanisms to oster long-term career success o a diverse workorce. (PCODE, 2004)",2017,2017,163,32,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
427,Diversity Recommendation Index_8_14_17.pdf,Page 1: 3412-3525,"Set and operationalize a goal to increase the number o Black tenured aculty to at least 15% by 2020. (AFC, 2015)",2017,2017,164,32,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
428,Diversity Recommendation Index_8_14_17.pdf,Page 1: 3451-3584,"Support programs which encourage students to live, work and recreate together across cultural, gender, and racial lines. (PCODE, 2004)",2017,2017,165,32,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
429,Diversity Recommendation Index_8_14_17.pdf,Page 1: 3606-3674,"Quality Assurance/Accountability of OAAA and ODE. (TaBU, 2015, p. 10)",2017,2017,166,33,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
430,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 50-220,Create a clear system for “incident reporting” that allows students to report cases ofinappropriate and/or disrespectful behavior and provides a way to address such cases.,2017,2017,1,0,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
431,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 51-228,"Improve benefits in areas such as pool of sick leave funding for professional researchstaff, tuition remission for worker’s families, health benefits for domestic partners, etc.",2017,2017,2,0,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
432,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 51-241,Create grants for faculty to develop new courses or expand their syllabi to includeracial/ethnic diversity issues and to explore innovative teaching methods that address adiverse student body,2017,2017,3,0,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
433,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 51-225,"Expand diversity resources/workshops for instructors, advisors, and teachingassistants, to make the classroom climate more welcoming to students from under-represented groups.",2017,2017,4,0,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
434,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 65-148,Establish programs targeted to recurring minority and under-represented populations.,2017,2017,5,0,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
435,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 127-313,"Broaden and expand the First-Year Experience Program to provide a residentialcomponent of the student program called Sustained Dialogue, which was formed toimprove race relations at U.Va.",2017,2017,6,1,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
436,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 166-325,"Improve recruiting of graduate students, especially in the Graduate School of Arts & Sciences,by establishing a central office devoted to diversity recruitment.",2017,2017,7,1,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
437,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 338-423,"Provide access to all policies (faculty and classified) on a single, central Web site.",2017,2017,8,1,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
438,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 338-423,NA,2017,2017,9,1,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
439,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 343-474,Expand the Emerging Scholars Program and host a conference of peer institutions to establish anational network of emerging scholars.,2017,2017,10,1,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
440,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 421-459,Restructure graduate student financing.,2017,2017,11,2,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
441,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 484-565,"Promote mentoring efforts, both for potential job candidates and for local youth.",2017,2017,12,2,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
442,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 492-584,Create a vibrant multicultural climate that will be attractive to minority graduate students.,2017,2017,13,2,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
443,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 675-763,Create an exchange program between U.Va. and historically Black colleges anduniversities.,2017,2017,14,2,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
444,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 753-881,Provide University employment data to clearly show race and gender by employmentrank or category and department or business unit.,2017,2017,15,2,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
445,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 807-990,Build on the nationally recognized success of the Office of African-American Affairs(OAAA) by continuing to support at sustainable levels the range of programs offered bythat office.,2017,2017,16,3,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
446,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 958-1038,Link knowledge of the University’s resources and opportunities to the community.,2017,2017,17,3,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
447,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1032-1201,"Establish “Community Engagement,” an academic program for undergraduate studentsthat will provide an opportunity for extensive exposure to issues of equity and diversity.",2017,2017,18,3,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
448,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1066-1227,"Improve recruiting of graduate students, especially in the Graduate School of Arts andSciences, by establishing a central office devoted to diversity recruitment.",2017,2017,19,3,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
449,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1075-1218,"Split the current ""non-Western Perspectives"" requirement in the College of Arts &Sciences into two parts:  Global Diversity and U.S. Diversity.",2017,2017,20,3,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
450,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1087-1229,Expand and mandate Equal Opportunity Program workshops for hiring officials andsearch committees; improve communication among hiring officials.,2017,2017,21,4,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
451,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1166-1243,Expand financial aid to encourage study abroad by a broader range of students.,2017,2017,22,4,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
452,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1391-1551,"Support at sustainable levels programs for peer mentorship education, and providecultural group assistance for the wide range of groups here at the University.",2017,2017,23,4,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
453,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1392-1550,"Develop goals and targets for increasing diversity for each school, department orbusiness unit, and hold hiring officials accountable for reaching the targets.",2017,2017,24,4,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
454,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1398-1595,Reconvene Commission committee chairs to monitor progress on the CODE search byJanuary 2005; reconvene the Commission itself to meet with the newly appointed CODEand the President by January 2006.,2017,2017,25,4,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
455,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1598-1742,Build on our success in undergraduate minority recruitment by enhancing the activitiesof the existing Outreach Office in the Office of Admission.,2017,2017,26,5,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
456,UVADivrstyReprtExecutiveSummary.pdf,Page 1: 1650-1816,Develop and implement policy for promotion in ranks for General Faculty; develop andimplement consistent guidelines for advancement in pay bands for classified staff.,2017,2017,27,5,Embracing Diversity in Pursuit of Excellence: Executive Summary,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,NA,NA,NA,University Office
211,391641205-latinxuva-proposal-to-the-uva-administration.txt,7582-7672,"The 
Hispanic/Latinx community at UVA requires its own center to specifically address the ",2018,2018,1,0,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
212,391641205-latinxuva-proposal-to-the-uva-administration.txt,10598-10929,"The Office of 
Admission should provide professional translators that are able to translate important information 
about the University’s services, history, and programs to students and their families. In addition to 
providing these resources, the Office of Admission needs to improve their communication of 
available services.  ",2018,2018,2,0,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
213,391641205-latinxuva-proposal-to-the-uva-administration.txt,11332-11503,"The 
President’s Office should provide additional resources to this office in order for them to ensure 
effective reaching and welcoming of Latinx students and families.  ",2018,2018,3,0,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
214,391641205-latinxuva-proposal-to-the-uva-administration.txt,11777-11958,"Hispanic/Latinx community members must collaborate with 
the Office of Admissions to ensure that outreach in urban, rural, and low-income communities is 
being adequately conducted.",2018,2018,4,0,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
215,391641205-latinxuva-proposal-to-the-uva-administration.txt,15529-15639,"The Hispanic/Latinx community needs 
more courses offered on topics surrounding the Hispanic/Latinx identity.",2018,2018,5,0,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
216,391641205-latinxuva-proposal-to-the-uva-administration.txt,16442-16629,"Department chairs and 
school deans must consider topics relating to minoritized groups when constructing their hiring 
plans and proposing their budgets from the upcoming academic year.",2018,2018,6,1,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
217,391641205-latinxuva-proposal-to-the-uva-administration.txt,18058-18373,"Through the establishment of the American 
Studies Department, the creation of the Latinx Studies major program is feasible and practical. 
Although a Latinx Studies minor currently exists, many community members have voiced their 
desire for a robust and structured academic curriculum centered on Latinx Studies. ",2018,2018,7,1,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
218,391641205-latinxuva-proposal-to-the-uva-administration.txt,20296-20469,"In order to improve diversity in faculty, the University must increase its recruitment efforts 
of Hispanic/Latinx representation amongst faculty and administrative staff.",2018,2018,8,1,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
219,391641205-latinxuva-proposal-to-the-uva-administration.txt,21470-21774,"When Multicultural Student Services (MSS), in coordination with Vice President of Student 
Affairs (VPSA), constructs its yearly budget in the fall, there must be greater attention to ensuring 
that funding for services that directly impact Latinx students is given the appropriate attention it 
deserves",2018,2018,9,1,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
220,391641205-latinxuva-proposal-to-the-uva-administration.txt,24055-24221,"The University must require that all major offices, especially Admissions 
and Student Financial Services, have their documentation translated into major languages.",2018,2018,10,1,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
221,391641205-latinxuva-proposal-to-the-uva-administration.txt,24612-24732,"The University must hire a professional translation service to translate University 
documentation into major languages.",2018,2018,11,2,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
222,391641205-latinxuva-proposal-to-the-uva-administration.txt,25175-25275,"All University faculty and staff must be trained in UndocuAlly, Safe Space, and Cultural 
Competency",2018,2018,12,2,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
223,391641205-latinxuva-proposal-to-the-uva-administration.txt,26860-27280,"In the wake of August 11th and 12th, the Board of Visitors enacted considerable expansions 
to the Blue Ridge Scholars and University Achievement Award (UAA), both scholarship programs 
that help underrepresented and underserved stude​nts.12 The University should thoughtfully consider 
a continued investment in these programs in order improve accessibility for deserving students who 
struggle with affordability. ​",2018,2018,13,2,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
224,391641205-latinxuva-proposal-to-the-uva-administration.txt,27280-27463,"In addition to the expansion of scholarship programs, the University 
must also consider the development of scholarships and grants for the continued education of 
minority students.",2018,2018,14,2,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
225,391641205-latinxuva-proposal-to-the-uva-administration.txt,27968-28093,". The University must provide 
grants for students who cannot afford the financial burden of purchasing the Aetna insurance.",2018,2018,15,2,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
226,391641205-latinxuva-proposal-to-the-uva-administration.txt,28736-28890,"In addition, the University should also seek out grants and allocate money for academic 
support through tutoring programs to serve marginalized students",2018,2018,16,3,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
227,391641205-latinxuva-proposal-to-the-uva-administration.txt,29891-30381,"The University should provide increased funding for organizations that function in a critical, 
supportive role for minority groups. Although Multicultural Student Services provide an allotment 
of $1000 per month to multicultural organizations, this is often the sole source of funding for 
organizations. All minority organizations that hold a supportive and institutional role in their 
respective communities must be provided with consistent funding opportunities from the 
University. ",2018,2018,17,3,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
228,391641205-latinxuva-proposal-to-the-uva-administration.txt,30973-31126,"The addition of knowled​geable staff members is crucial because the number of minority Greek 
organizations has been decreasing over the past three years",2018,2018,18,3,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
229,391641205-latinxuva-proposal-to-the-uva-administration.txt,32481-33009,"There is currently no executive search committee created in order to 
replace the retiring Vice President for Diversity and Inclusion, which is concerning for the future of 
marginalized communities at the University.13 If there currently is a plan for his replacement, 
students should be made aware of it. If there is no set plan for appointing a successor, a search 
committee must be formed, and it must include students from both standard self-governance 
organizations and organizations that represent minority communities",2018,2018,19,3,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students
231,IS@UVA White Paper.pdf,Page 1: -2--1,NA,2018,2018,1,0,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),NA,NA,Document for UVA Administration,Faculty/Staff
457,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Page 1: 1337-1411,the availability of Spanish -translated documents for parents and students;,2018,2018,1,0,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students
458,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Page 1: 1413-1547,there should exist optional Spanish and Portuguese tours and informational sessions offered to students and their families year-round;,2018,2018,2,0,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students
459,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Page 1: 1549-1850,here should be intentional outreach in Latinx communities throughout the country in rural and urban areas for admissions events; increasing recruitment efforts of Hispanic/Latinx representation amongst faculty and administrative staff is a powerful message to Latinx students that they belong here too.,2018,2018,3,0,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students
460,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Page 1: 1853-1975,here are less than ten Hispanic/Latinx faculty members in the College of Arts & Sciences outside of the Language Department,2018,2018,4,0,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students
461,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Page 1: 1978-2135,There should be a Latinx Studies major with professors in Latinx studies fields so we can learn about our history and so that others at the University can too,2018,2018,5,0,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students
540,#WeAreNotInvisible A Report On Academic Reform.docx,7152-7309,"The University must allocate substantive funding to hire tenure track, expert faculty of color who understand the experience of marginalized groups of people",2018,2018,1,0,A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,Asian Students
541,#WeAreNotInvisible A Report On Academic Reform.docx,7311-7387,Students must sit in on the search committees of the faculty hiring process,2018,2018,2,0,A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,Asian Students
542,#WeAreNotInvisible A Report On Academic Reform.docx,7388-7524,Administration needs to work closely with academic departments to support the inclusion of student voice in the faculty search process.,2018,2018,3,0,A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,Asian Students
543,#WeAreNotInvisible A Report On Academic Reform.docx,7525-7598,The American Studies Program must become the American Studies Department.,2018,2018,4,0,A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,Asian Students
544,#WeAreNotInvisible A Report On Academic Reform.docx,7599-7788,"There must be an increase in available course offerings for the APIDA and Latinx minors
These wider variety of courses should reflects various racial, ethnic, gender, and class perspectives",2018,2018,5,0,A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,Asian Students
545,#WeAreNotInvisible A Report On Academic Reform.docx,8449-8697,"In order to truly help students overcome implicit biases, it is critical that U.Va. institutionalizes spaces for academic engagement amongst students from different backgrounds, whether that be racial, ethnic, cultural, religious, or socioeconomic.",2018,2018,6,1,A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,Asian Students
546,#WeAreNotInvisible A Report On Academic Reform.docx,16589-16693,Academic departments must incorporate student perspectives when developing plans for their departments.,2018,2018,7,1,A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,Asian Students
462,IS@UVA Next Steps 11-19.docx,Page 1: 588-1026,"The Provost should call on the Admissions Offices across grounds to collect and curate useful data on indigenous applications to UVA, and resulting enrollments, including specific tribal citizenship where appropriate. The Vice President for Diversity, Equity and Inclusion should hire a tribal liaison to respond to these data and improve outreach, recruitment and admissions of indigenous students, especially citizens of Virginia tribes.",November 2019,2019,1,0,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,NA,NA,Document for UVA Administration with action steps,Faculty/Staff
463,IS@UVA Next Steps 11-19.docx,Page 1: 1029-1413,"The Vice Provost for Academic Outreach should support action-oriented and other priority research projects of value to Virginia tribes and other indigenous peoples. This could currently be done by the Equity Center, in cooperation with the Mapping Indigenous Worlds Humanities Lab. The Vice Provost should hire a person to facilitate and coordinate such research across schools at UVA.",November 2019,2019,2,0,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,NA,NA,Document for UVA Administration with action steps,Faculty/Staff
464,IS@UVA Next Steps 11-19.docx,Page 1: 1417-1665,"ogether with Virginia tribes, the Provost can develop protocols for entering into respectful and enduring relationships with federally-recognized tribes in our area, specifically the Monacan Nation, at the level of the University as an institution.",November 2019,2019,3,0,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,NA,NA,Document for UVA Administration with action steps,Faculty/Staff
465,IS@UVA Next Steps 11-19.docx,Page 1: 1490-1632,"ndeed, a consortium of student groups recently called for the removal of the George Rogers Clark Statue on Indigenous Peoples' Day (October 14,",November 2019,2019,4,0,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,NA,NA,Document for UVA Administration with action steps,Faculty/Staff
466,IS@UVA Next Steps 11-19.docx,Page 1: 1668-1750,Provide a welcoming indoor space on Grounds for NASU students and their community.,November 2019,2019,5,0,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,NA,NA,Document for UVA Administration with action steps,Faculty/Staff
467,IS@UVA Next Steps 11-19.docx,Page 1: 1751-2013,"There are currently three initiatives underway that support these proposed next steps. These highlight the ways in which faculty, students and their indigenous friends and colleagues are already active and committed, and proactively seeking resources and support.",November 2019,2019,6,1,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,NA,NA,Document for UVA Administration with action steps,Faculty/Staff
468,IS@UVA Next Steps 11-19.docx,Page 1: 2817-2978,Build on the work that has already been done comparing UVA to peer institutions regarding Native American and Indigenous Studies programs. Some foundational work,November 2019,2019,7,1,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,NA,NA,Document for UVA Administration with action steps,Faculty/Staff
469,IS@UVA Next Steps 11-19.docx,Page 1: 3482-3683,"As this proposal explains, members of IndigenousStudies@UVA are poised to undertake these important next steps, but require additional institutional and financial support in order to carry them through.",November 2019,2019,8,1,Next Steps Regarding Monument Removal,IndigenousStudies@UVA,Faculty Group,NA,NA,Document for UVA Administration with action steps,Faculty/Staff
50,Executive Council Resolution Following Death of George Floyd.docx,863-1053,"affirms the Senate’s responsibility to speak against the inequity and racism that is still deeply woven into the creation, history, and contemporary biases of our university and our country;",2020,2020,1,0,Executive Council Resolution Following Death of George Floyd,UVA Faculty Senate Executive Committee,Faculty Group,NA,NA,Adapted by the UVA Faculty Senate Executive Council,Faculty/Staff
51,Executive Council Resolution Following Death of George Floyd.docx,1127-1260,"calls for the administration to respond publicly to student requests for action, in particular those from the Black Student Alliance;",2020,2020,2,0,Executive Council Resolution Following Death of George Floyd,UVA Faculty Senate Executive Committee,Faculty Group,NA,NA,Adapted by the UVA Faculty Senate Executive Council,Faculty/Staff
52,Executive Council Resolution Following Death of George Floyd.docx,1261-1465,"calls for the establishment of an oversight board for the University Police and Ambassador program to evaluate scope of function, effects on the university community, transparency, and funding levels; and",2020,2020,3,0,Executive Council Resolution Following Death of George Floyd,UVA Faculty Senate Executive Committee,Faculty Group,NA,NA,Adapted by the UVA Faculty Senate Executive Council,Faculty/Staff
198,June 1 Co-signed Demands.docx,Page 1: 2-179,"Create an institutional regulation that strictly prohibits both visible and intangible presence of neo-nazis, white supremacists (as domestic terrorist organizations) on Grounds.",June 2020,2020,1,0,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
199,June 1 Co-signed Demands.docx,Page 1: 113-247,ree enrollment for students who are descendants of the enslaved laborers who built the University and Charlottesville/Albemarle area. 9,June 2020,2020,2,0,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
200,June 1 Co-signed Demands.docx,Page 1: 250-350,xamine and act on biases towards Black people within the Honor and University Judiciary Committees.,June 2020,2020,3,0,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
201,June 1 Co-signed Demands.docx,Page 1: 454-550,"Enact matriculation for all, especially Black and People of Color, undocumented students at UVA.",June 2020,2020,4,0,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
202,June 1 Co-signed Demands.docx,Page 1: 519-658,"Paying all workers, non-federal work-study, part-time, and providing full-time workers a living wage in relation to the area they reside in.",June 2020,2020,5,0,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
203,June 1 Co-signed Demands.docx,Page 1: 718-874,"Hire more faculty and professors of color in the College, the School of Engineering,  the School of Architecture, and the Graduate School of Arts & Sciences.",June 2020,2020,6,1,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
204,June 1 Co-signed Demands.docx,Page 1: 723-905,"Create more professorships, fellowships, and tenure-track opportunities for Black faculty entering the McIntire School of Commerce and Batten School of Leadership and Public Policy.",June 2020,2020,7,1,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
205,June 1 Co-signed Demands.docx,Page 1: 879-989,eevaluate the University’s relationship with the University Police and the Charlottesville Police Department.,June 2020,2020,8,1,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
206,June 1 Co-signed Demands.docx,Page 1: 909-1042,Erect clear public signs on sidewalks and lawns to commemorate enslaved laborers in spaces such as the Gooch-Dillard Residential area.,June 2020,2020,9,1,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
207,June 1 Co-signed Demands.docx,Page 1: 993-1124,equire all students to take a course on race and ethnic relations in America within their first year as a requirement to graduate.,June 2020,2020,10,1,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
208,June 1 Co-signed Demands.docx,Page 1: 1121-1260,"rovide required, comprehensive programming at New Student Orientation regarding the University’s history of slavery and racial injustice.",June 2020,2020,11,2,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
209,June 1 Co-signed Demands.docx,Page 1: 1190-1284,ncrease the funding for African-American & African Studies and American Studies departments.  7,June 2020,2020,12,2,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
210,June 1 Co-signed Demands.docx,Page 1: 1287-1439,ncrease both the availability and number of courses to underclassmen that specifically focus on the history of Black activism and Black politics at UVA.,June 2020,2020,13,2,Demands for Liberation from the Past,NA,Student Group,NA,NA,Letter to the UVA Administration,Students
230,MLK Day Letter - Students.docx,Page 1: 23-200,"We, the students of the University of Virginia School of Medicine, would like to echo our faculty in requesting that the University of Virginia honor Martin Luther King, Jr. Day",2020,2020,1,0,Recognition of MLK Day,UVA Medicine Students,Student Group,203,Students and Alumni,signed,Students
232,BSA_June1_Image_text (1).docx,Page 1: 1-207,"Increase funding for the Carter G. Woodson Institute for African-American and African Studies, the Office of African-American Affairs, and Black student organizations (Countless demands since the mid 1900’s)",2020,2020,1,0,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,NA,NA,Sent to UVA administration,Black Students
233,BSA_June1_Image_text (1).docx,Page 1: 208-671,"Acknowledge UVA’s dependence on the Black Charlottesville community “as a labor resource” without “fully [committing] itself to the full development and support of this community” (An Audacious Faith II, 2007)  “The University, with the exception of several Black student organizations, does little to welcome the Black community of Charlottesville-Albemarle to participate in the intellectual, cultural, social life of the University” (An Audacious Faith I, 1987)",2020,2020,2,0,"Reiteration of Historic, Yet Unmet, Demands",Black Student Alliance,Student Group,NA,NA,Sent to UVA administration,Black Students
